3
500 1
500
0.1345780974996555
1 0 0 0 1 0 0 0 1
T T T
0.1422992390137605 0.3586324881307661 0.2780115584595698 
0.1182378178238035 0.4834109451829537 0.3223133529309024 
0.06046365352275083 0.1778680555487066 0.7501785753225267 
0.02034548694604372 0.7904438364253386 0.1203218099821955 
0.5634035279851695 0.2842387618160143 0.9594117596340179 
0.9133700939218926 0.4191952348418183 0.01373304215530256 
0.9421916626108237 0.4384899900779078 0.5387882664145016 
0.06467612949167402 0.7045511988912888 0.2217161642771925 
0.7133745657294239 0.379335662564314 0.08584384167053657 
0.09940614731655133 0.4356110095881743 0.1762974775668504 
0.08522255367996677 0.5892639542042105 0.7073385847272589 
0.4820383248302572 0.7135418278658313 0.2139670710719562 
0.4832718222983384 0.7181796527217192 0.4660891469530999 
0.3668191011849212 0.9317072206355759 0.2286519179794103 
0.641992522825802 0.5372669589017345 0.3615959716252179 
0.7067459695903944 0.6822241851222398 0.9790508148351825 
0.7647618918171363 0.5920424221620367 0.3678084581871762 
0.1595287265771425 0.6291971791565266 0.8352838158766066 
0.5997194758461855 0.2869218033578627 0.400578150721522 
0.4802073367822979 0.1738251157698288 0.7310676463815236 
0.9129927483131312 0.4993555960588446 0.2821070128325138 
0.7756510262580831 0.01631687666051095 0.2201971584038186 
0.687549590579283 0.5066887055649402 0.1208515183122279 
0.9670676806851265 0.0904534950838395 0.7083796373989276 
0.45047092930024 0.6161504986984531 0.5544217187783718 
0.3604515161572343 0.7238043886290613 0.01555047298306377 
0.6509074969706151 0.7334828606979407 0.6689934426124809 
0.703702401817406 0.2558393322894404 0.1384401341528601 
0.1861251259231505 0.870252962118316 0.7374766701174632 
0.7615724506792502 0.8618395147893742 0.24998393977737 
0.2251292428820448 0.8021330687526924 0.9683901193742919 
0.5297852682399339 0.2741941497201482 0.5148518474601913 
0.4532963483428589 0.2323042849740438 0.4123533172682552 
0.163738848919876 0.814932307464909 0.4177809320224297 
0.7728136995668151 0.8188624090210065 0.6003918249293542 
0.8128198526682706 0.8788774840724384 0.7140094425357056 
0.5790477342861438 0.5671342148554164 0.9421473242973342 
0.8106476623407998 0.5526447945684301 0.8243782053116873 
0.5017848499623048 0.1016822756870824 0.8426072621138166 
0.7931709381974047 0.3619353738718206 0.4167796782813257 
0.9271638596931404 0.7127523359954983 0.1785668048827361 
0.08903015035996967 0.2556265102544671 0.5972877259677981 
0.6864909560536729 0.6121416660265057 0.6206597474110962 
0.2604662459133942 0.7040101464180524 0.3838118934185592 
0.3722280729122113 0.4764640195692557 0.6437918613815811 
0.356766883150669 0.2330234440628699 0.5186581874456277 
0.8942683125237904 0.6790034783997402 0.05251061933779916 
0.0985036434879982 0.7196268191069281 0.6683590309906409 
0.9637341440338534 0.1559941555833326 0.9898398684063464 
0.2419143169751167 0.8847468047043433 0.2111940101836623 
0.1338166092633294 0.5565601616508626 0.9518484111275431 
0.7000645098626611 0.6394236924774654 0.7517444262165592 
0.6754425419821045 0.1431252832832594 0.2063237684549973 
0.2752360632671174 0.3759397578791434 0.2898235650451667 
0.9670324750909255 0.2807163277031282 0.3029938092933006 
0.9325334400097514 0.5085413182333104 0.8849340930996407 
0.8770545166138418 0.1044875571890561 0.6093244016770019 
0.2059609135155005 0.4980907672191205 0.481081193021062 
0.3159868077569911 0.1055835243240425 0.5330566816239156 
0.796956114798561 0.3548751172111215 0.8576669460403845 
0.4283380126764911 0.8123632003195297 0.808462842883901 
0.6559704880200184 0.9783706493410197 0.6653029561088465 
0.1159927082323741 0.8499754198931014 0.8869749864631408 
0.3647714191564576 0.7796483881012934 0.4226777081849777 
0.04703749114616542 0.4217963947016511 0.8506845976980937 
0.09895556910656297 0.9696663978817066 0.05298885485731392 
0.8317214489112283 0.1052873882800923 0.7657040406778832 
0.9352427743300424 0.1844551054350096 0.7992759349847971 
0.995348896595611 0.8460296744612746 0.2403078483675289 
0.01868572048920326 0.9740342303440579 0.2746806668506666 
0.4098831969795123 0.1861002912959936 0.1551297661639364 
0.4794888949074694 0.4774975234486342 0.2171787236858737 
0.6849334897134531 0.3695606838484279 0.33716954248459 
0.3265592060500075 0.8537445678044031 0.04399324766699399 
0.9606650523463218 0.6958247195755758 0.3078045324257788 
0.2784223508128648 0.8811877999024229 0.4416381833817378 
0.3066256526012504 0.8668577269677163 0.5828620959850734 
0.8947195010624395 0.8423167154061265 0.5440772674947015 
0.7717313354581803 0.2007340374972049 0.9271084757452439 
0.2734941849044442 0.136598382542196 0.7659510039325259 
0.2599573438388907 0.764271686812426 0.5056766901176003 
0.4921009465815785 0.1024828559098317 0.2397308712421562 
0.9014173614244197 0.8136400805815294 0.06176158846715653 
0.1467520710474324 0.7983057033566474 0.165828192744192 
0.003412393142237518 0.7861584174078645 0.6002233952201149 
0.925609763364855 0.3142652569793839 0.7651029341992635 
0.7564932941955718 0.008421967144034356 0.08722379252713468 
0.5413279147557863 0.02969265490668086 0.0009981082723775308 
0.06227550525420891 0.3932382923787248 0.6136709543615767 
0.807472219105326 0.4856726722253972 0.06350908815045542 
0.1818540757598107 0.3852129732515906 0.5502818312379471 
0.7249677908037307 0.4747361487146807 0.4471311515882646 
0.3446019648381211 0.6513731188644573 0.9032394440940866 
0.092422546496985 0.02771989520001821 0.9314472274960695 
0.3067407212668767 0.9672162482793853 0.113582540849459 
0.6865453950986957 0.7356207207138521 0.5392373864740284 
0.8150977763416363 0.3947393735977581 0.5454434871022416 
0.3577015275757615 0.3049248912189752 0.8583626628848632 
0.1606663406056117 0.1299754485827492 0.2252300859041596 
0.9565877653370634 0.2899183673931459 0.1691375624008185 
0.5925614620635659 0.1528848421819234 0.3137513818828801 
0.05912848186124737 0.781774446805016 0.3398804075858499 
0.265029434212847 0.4912560843105775 0.09791254349252446 
0.4575073560156379 0.5605055176620146 0.8847429589993904 
0.9173175483460959 0.8005060314658783 0.4181707176393736 
0.3489741879244521 0.8148593857620368 0.9171201790634064 
0.4913190049792925 0.5173267694438962 0.03122118557259682 
0.6925636034014635 0.1220263805792808 0.4401311832743142 
0.8839610336440467 0.7729227544675914 0.6607829053507231 
0.3790430590378633 0.05787694907098095 0.1819425379246439 
0.248857683407336 0.4914678519326821 0.3536948968427764 
0.7775453703909414 0.8180655045557247 0.8468485277198746 
0.5313142937345273 0.8645945949561712 0.5248719725236294 
0.5684475892136961 0.62774729718681 0.6833773059425265 
0.9699941505064483 0.2151195750672808 0.6577726358802031 
0.8097465538054881 0.2329729327269915 0.8021014313992911 
0.9831282192471735 0.03891676059554548 0.05330653491321805 
0.2565226266169097 0.7421851055821256 0.8516799610054105 
0.5316338026992677 0.7646870726643921 0.6150365400204405 
0.2724546806289558 0.2080995570944006 0.02941689072476779 
0.0895538313445693 0.1182135652944543 0.0310159498674967 
0.5949494679250787 0.9110915593455221 0.4157854874072293 
0.5532915158034489 0.8672789130092411 0.2877802540719095 
0.6050097368095941 0.03034812758434733 0.2271035046910686 
0.3979637266483132 0.1849740735250346 0.2891742445892457 
0.163633070775855 0.4881272212128241 0.8398699505738162 
0.5220604241970733 0.4397735381227781 0.9256194536545623 
0.6395330474002248 0.1755595198350021 0.9281670699335021 
0.9201274633552013 0.5535786425701277 0.01114421745272072 
0.5210671840756629 0.7359770225429588 0.7478186597844028 
0.5838403083628452 0.7008248476802987 0.927480686681339 
0.5895025965885144 0.04344003352809538 0.3920057207070505 
0.2705025794726627 0.002539043410605842 0.7773706456034302 
0.137509895771407 0.2829805689233977 0.4746833454071216 
0.8157274439505728 0.9471212727867133 0.8468691000173857 
0.5724755747858973 0.890414188219342 0.9662771437240887 
0.1843013211137293 0.625938893116731 0.6239451214055908 
0.4500879642477497 0.3668921092086057 0.6503567763003589 
