3
1000 1
1000
0.1091019875136723
1 0 0 0 1 0 0 0 1
T T T
0.3683819149456612 0.2988918659062509 0.2846259290492293 
0.3670039474741419 0.513624523198949 0.08871332334744778 
0.7833807123693792 0.9209370133492966 0.6547876759877956 
0.1453181629981833 0.5076525054688535 0.2786310676590754 
0.7491355224690542 0.2231182164013339 0.4338645370751995 
0.8975325903987463 0.3600548008772849 0.3388563872094605 
0.5739872523797627 0.7259822695653108 0.9492059802703876 
0.3616031004604595 0.6193917413554439 0.1149757799434202 
0.6396549816249444 0.4222768799168205 0.1071493540214543 
0.04158262191032605 0.2945300683659527 0.4425367160898861 
0.7081104255581624 0.125280573702349 0.02417356966930537 
0.8247989684883626 0.6894870754429998 0.5275797025064698 
0.07347663434595453 0.07733712654163351 0.2829345339995737 
0.9593392336393053 0.2380137325493989 0.8617075945571672 
0.5462164199778912 0.9515723672505563 0.3046503909276126 
0.03818136001885076 0.5054033679521562 0.2475631678116307 
0.2943809629203177 0.3325705726898689 0.357377887710034 
0.4536477875759695 0.908279580935125 0.8094000416668159 
0.9257418882541247 0.4259481200454105 0.5440354261299742 
0.1488181192898061 0.7534449231478888 0.4332416858026175 
0.3377610694120153 0.9977068305028931 0.4242953227222016 
0.7108050996265394 0.3868910181972966 0.03239144354514054 
0.5315207564714235 0.5795065463293643 0.3165906741498907 
0.6791325483092959 0.2924172967676367 0.6168656355347116 
0.6392861109145471 0.6768776770089771 0.3652460759690718 
0.5270509683438478 0.5342862322922133 0.8630720001347126 
0.1667351898744648 0.3462011198767289 0.6940180375631692 
0.6334214747319743 0.5327213818148516 0.8872817149981959 
0.541305343877679 0.2558491846909936 0.742442248629577 
0.7529746811655219 0.1622403117581182 0.1185921163602735 
0.8540762588061271 0.4598720180359147 0.6189784069921545 
0.7620303962080612 0.4617959485306536 0.3421237936687426 
0.8396579094803774 0.4249003719654612 0.2729108267033002 
0.9111969696789313 0.8231047802499908 0.6498636506486758 
0.9292697106005419 0.212582460232721 0.7440897294648179 
0.2018907287172325 0.7719941985020597 0.5654624031305446 
0.4691869360591129 0.4031062821281807 0.3399717133715358 
0.560304235485406 0.5683735705836218 0.9612326710375216 
0.304426021004895 0.486728381500117 0.5996774287700346 
0.0330631933089811 0.8927895934177351 0.9440172682552713 
0.1902275999351498 0.07066775230282314 0.3200054057359581 
0.5753655253088602 0.01170382617771627 0.218407820315424 
0.400620952117813 0.9503991747228785 0.9797525527839083 
0.9550924819101293 0.5377596500551517 0.3104325008106095 
0.1925271012123309 0.4403453534387572 0.1077843220305008 
0.9253026169400896 0.03381798020630031 0.4050864211348446 
0.9744839607180986 0.222786584120179 0.4900118234017395 
0.4684250405617024 0.3977678342213042 0.5878420000201461 
0.7549795497833073 0.5741990322890593 0.1182530610178507 
0.6911703877634708 0.01950500960508898 0.003490029353475177 
0.06455242434911874 0.463291312469249 0.6764292515353313 
0.2891546480664031 0.2838970587602849 0.1511922102801656 
0.6805983054971225 0.009534150468351299 0.2471236377441655 
0.09493674119036816 0.3811977133265095 0.7683380583497136 
0.02413896736985425 0.1511823438836627 0.1764542183031665 
0.003176150562110294 0.3636850105411071 0.3673983063303825 
0.02966136833939786 0.2034074903362146 0.7858099723232835 
0.02734419985538942 0.5332150047707018 0.601399464348793 
0.7770345914008251 0.8500760490788362 0.08988363476750295 
0.3640701726387074 0.1435446833275882 0.3025605728514777 
0.8681552031278381 0.8757824990283273 0.8222628294176246 
0.975259382947944 0.5398409195042041 0.08036179674543814 
0.6280733201071461 0.2704961625147597 0.875879938214387 
0.9315663426193729 0.745439503887266 0.3725945229948543 
0.6102380610118652 0.1805018531319134 0.2089214599234302 
0.5784570197436747 0.5056252115583943 0.141950341846304 
0.04804478882540064 0.9385034273453581 0.1550429219662228 
0.889767031075393 0.4665786397971138 0.3611187211631799 
0.604310052435772 0.3898289654654898 0.008866625188161913 
0.2245985545230046 0.1540598754262891 0.6255900333710414 
0.9615660718094495 0.3559675324343645 0.6203226903024947 
0.3995789729602666 0.3327825651692471 0.3863015359192566 
0.8166565745999467 0.5321215612847364 0.5447164918279028 
0.3074959790016098 0.3749299589324299 0.8216650284869327 
0.001032132603296547 0.421950310637911 0.9483086619283018 
0.7205442359221543 0.19592247484024 0.5872503497299916 
0.6912320328812367 0.5451487132086676 0.6235924355565741 
0.4018164386691919 0.111480590197583 0.8312806866854092 
0.2564046888363366 0.2470728964289368 0.0493654782755889 
0.9221871206908956 0.5312414098167914 0.5723890938329453 
0.2815262158647217 0.6564237856825211 0.1877098666407048 
0.248426135062472 0.4604877082868237 0.8547387150443101 
0.5424528385482642 0.9789431880627378 0.1154161848304838 
0.5864145781691401 0.7103901262628204 0.8368622458852469 
0.1122372484417146 0.3650467819328556 0.3985076286895032 
0.9093676284132477 0.3363315147924339 0.8757018541228125 
0.9187614484404897 0.9904504768683993 0.5969143745869521 
0.8158625399958116 0.9486289071530111 0.7551935203021792 
0.8245863439736518 0.09844461736862004 0.961339606235422 
0.08287906374963963 0.2240306503783947 0.5234750245181956 
0.7780042869468949 0.7878769848506987 0.5202631025767049 
0.2359480154512092 0.9105390386174858 0.4953167549611012 
0.6534284104315681 0.5181488865400137 0.7805049722542027 
0.3725152521297418 0.08453561840740235 0.4804749636526715 
0.9334776292018284 0.1387589992808321 0.4337882567973389 
0.6778489956657047 0.9208178883371598 0.6271057998413007 
0.5451967066744563 0.6238543400492155 0.5213326235613623 
0.05918697769376648 0.9632806736662302 0.8560816650820907 
0.3337875533755431 0.8303318684084604 0.162819226649451 
0.5968505568802734 0.8561287730777285 0.3198144341839629 
0.6902443919222814 0.7822186423995289 0.7839701151425529 
0.5582200978794234 0.7867693645743757 0.4661635726153707 
0.368931544579649 0.03794899957771605 0.27555756714236 
0.4522628487195662 0.2004219022991176 0.8939590424028659 
0.5473788194024256 0.5181266826405971 0.7548782785064472 
0.8854985937435274 0.6037034531119226 0.4954936019474471 
0.2589770919595338 0.7321548434326438 0.8609270110726363 
0.9553602695723348 0.05892433545812075 0.5069169279799467 
0.9469118184221336 0.8557674947264853 0.7494614638328665 
0.6476886588610778 0.5772904179134097 0.09303927422806064 
0.3661765766042486 0.1830815373442045 0.7570759140568846 
0.1143185370908587 0.05158729560531693 0.93476198281128 
0.06784715633336741 0.351184739571588 0.6481970376090505 
0.7831799839634305 0.4983584879953273 0.4427176273469158 
0.6251249439403023 0.01519649233964547 0.6124055564495718 
0.861830868949556 0.6713106198454358 0.4131992916835991 
0.7705124756431483 0.2203268411787905 0.3269137176147963 
0.9725007807995628 0.142743446003069 0.08071746267472089 
0.74807019569651 0.3300962275760396 0.4552611228718663 
0.4353935404892427 0.2549870486250456 0.713009451837691 
0.9800322982118272 0.979410973088322 0.9838632772427085 
0.5045568745144574 0.1808839645531324 0.1818182407255951 
0.4256977019168634 0.8762280364284526 0.708927483746792 
0.4016778243879061 0.07184062621019799 0.3761074355766604 
0.6833468612983084 0.6509468179047865 0.6490449166040191 
0.3591162256005523 0.5111323233799038 0.334368394949392 
0.2695181370788985 0.7076933857368146 0.7551264102393134 
0.8279557084644428 0.5319010421067975 0.2907197788350848 
0.2581155229341064 0.4027893190516281 0.2821622695671201 
0.719188193831785 0.6900611802785042 0.5000109711783109 
0.8961661252559093 0.606344886332656 0.2493833931771531 
0.4320617752435449 0.0802087002378741 0.1210912655333929 
0.02694219392606055 0.6108795466827788 0.2730915945571061 
0.4297342422571903 0.3206042846991751 0.03111768434681411 
0.0835714017944208 0.6754929172076263 0.4728597916110813 
0.4733670252388583 0.2971589256620442 0.3142631896356828 
0.61519809427546 0.05349109105718879 0.07403363694198223 
0.6053548266107587 0.5381415316538843 0.4907130420498715 
0.2338078941153276 0.8218406368362561 0.4318245735813482 
0.1137925243722885 0.150805509248875 0.3527934592284304 
0.8908985548036256 0.3913791733054806 0.6956114941520402 
0.4797784401286298 0.7805603404696183 0.7265343291832165 
0.5183843558710002 0.3768996805466143 0.8775741415890027 
0.8033461215574393 0.7049900460465277 0.8865266119301287 
0.7227504173693891 0.5356922968736089 0.2620716234603404 
0.1117877887023733 0.2540660833173871 0.6249498632555296 
0.5415806829922912 0.5812349687790832 0.06796375514029657 
0.469804504790757 0.1431540517668635 0.3294555927056827 
0.3631971169236349 0.7312301862080518 0.8931849573166604 
0.05017205388605035 0.5104340516852245 0.006692165520264234 
0.0676963595831364 0.7296872492459743 0.6822789715463748 
0.9684349591626576 0.6731603169114821 0.4455305767022071 
0.2811771868088765 0.846707509187164 0.5713634616579665 
0.8565978549357123 0.7236478697108967 0.6273993502647819 
0.9644998975013467 0.7855018847784579 0.2305381195598825 
0.3524642603176583 0.9307025075304965 0.8838556392815486 
0.6259926584600187 0.9161450573805615 0.2328528463445546 
0.4820630373331813 0.187156061635738 0.5340659703885292 
0.6660002963920563 0.7857381029074868 0.4953963905174704 
0.3846783114547301 0.06085144295013191 0.02474113511649683 
0.5061875967893743 0.05429796509496317 0.04534669433235525 
0.4679170461902021 0.6161603768209082 0.1414531436156946 
0.7878554891003995 0.1511353113929205 0.5061311909344521 
0.9004218596213935 0.8849769079210712 0.9260779028793912 
0.7111572733881676 0.5335903129394812 0.5169498931358586 
0.5957231748971087 0.2338779140328207 0.02318060437034707 
0.8078679095349757 0.9835344032463231 0.5688505615770716 
0.5651663238317581 0.6137983886176142 0.4145462203426956 
0.7016469155885223 0.601934351451167 0.8377025065430084 
0.1872541481622576 0.65524362765926 0.9134820831307854 
0.7551930652975708 0.8892061047123198 0.5536592298311712 
0.9689506114566779 0.6202635986073111 0.6316645404096819 
0.90429713614818 0.0179707523606462 0.06071978081580614 
0.001303049815870899 0.01063821134323686 0.3303209464829402 
0.6495128661968894 0.8893721606517275 0.5265499762570487 
0.1425743337329286 0.4599125425441895 0.8283131777437183 
0.9053823191451521 0.4960644651052588 0.2227190186324925 
0.9311043397131811 0.6912026897664922 0.5530706590831945 
0.9223277400189066 0.7829073697360441 0.8407774264366737 
0.1208213261068929 0.7183918561796399 0.333789658416357 
0.3299011681860836 0.5852269656100527 0.01523055162831229 
0.7917646948959133 0.257125228066901 0.5317065570861395 
0.9709875435900217 0.6776262075786699 0.2053977363517919 
0.7338528945080455 0.9151794809124785 0.2599450558293501 
0.4421737655600756 0.1547172972511862 0.4343721747878996 
0.5108588829743986 0.9495441697666064 0.01521257524532268 
0.8900118420499485 0.8185467227421575 0.3030833603309097 
0.5225664760191909 0.6437228562527237 0.6346861977800082 
0.6412711455704423 0.4663914001794725 0.5669846704630351 
